Год;Месяц;День;НомерЧека;Наименование;Количество
2017;9;14;6 334;Бумага цветная, картон, фольга;1
2017;9;14;6 372;Бумага цветная, картон, фольга;1
2017;9;14;6 340;Бумага цветная, картон, фольга;1
2017;9;14;6 341;Бумага цветная, картон, фольга;1
2017;9;14;6 416;Газовое оборудование и гелий;1
2017;9;14;6 346;Газовое оборудование и гелий;1
2017;9;14;6 380;Группа подарочные сертификаты;1
2017;9;14;6 363;Даты;1
2017;9;14;6 417;Декоративные украшения;1
2017;9;14;6 400;Для денег_День Рождения;1
2017;9;14;6 382;Дневники;1
2017;9;14;6 383;Дневники;1
2017;9;14;6 381;Дневники;1
2017;9;14;6 411;Дневники;1
2017;9;14;6 415;Дневники;1
2017;9;14;6 420;Дневники;1
2017;9;14;6 358;Дневники;1
2017;9;14;6 390;Дневники;1
2017;9;14;6 396;Зажимы для бумаг, скрепки;1
2017;9;14;6 340;Инвентарь для лепки и рисования;1
2017;9;14;6 372;Инвентарь для лепки и рисования;1
2017;9;14;6 407;Инвентарь для лепки и рисования;1
2017;9;14;6 362;Карандаши цветные;1
2017;9;14;6 343;Карандаши чернографитные;1
2017;9;14;6 359;Карандаши чернографитные;1
2017;9;14;6 387;Карандаши чернографитные;1
2017;9;14;6 416;Карандаши чернографитные;1
2017;9;14;6 355;Карандаши чернографитные;1
2017;9;14;6 372;Карнавальные аксессуары confetti;1
2017;9;14;6 407;Кисти;1
2017;9;14;6 340;Кисти;1
2017;9;14;6 377;Кисти;1
2017;9;14;6 365;Кисти;1
2017;9;14;6 338;Клей;1
2017;9;14;6 392;Клей;1
2017;9;14;6 365;Клей;1
2017;9;14;6 372;Клей;1
2017;9;14;6 350;Клей;1
2017;9;14;6 359;Клей;1
2017;9;14;6 375;Клей;1
2017;9;14;6 337;Клей;1
2017;9;14;6 341;Клей;1
2017;9;14;6 355;Книги для записи;1
2017;9;14;6 357;Книги для записи;1
2017;9;14;6 363;Книги для записи;1
2017;9;14;6 376;Корректирующие средства;1
2017;9;14;6 356;Корректирующие средства;1
2017;9;14;6 334;Краски;1
2017;9;14;6 372;Краски;1
2017;9;14;6 407;Краски;1
2017;9;14;6 412;Краски;1
2017;9;14;6 340;Краски;1
2017;9;14;6 344;Краски;1
2017;9;14;6 398;Краски;1
2017;9;14;6 338;Ластики;1
2017;9;14;6 387;Ластики;1
2017;9;14;6 406;Ластики;1
2017;9;14;6 404;Ластики;1
2017;9;14;6 359;Ластики;1
2017;9;14;6 359;Линейки;1
2017;9;14;6 420;Линейки;1
2017;9;14;6 387;Линейки;1
2017;9;14;6 336;Магниты confetti;1
2017;9;14;6 384;Маркеры;1
2017;9;14;6 359;Маркеры;1
2017;9;14;6 380;Маркеры;1
2017;9;14;6 401;Маркеры;1
2017;9;14;6 395;Медицинские и трудовые книжки;1
2017;9;14;6 397;Медицинские и трудовые книжки;1
2017;9;14;6 368;Медицинские и трудовые книжки;1
2017;9;14;6 407;Мелки;1
2017;9;14;6 369;Наглядные пособия;1
2017;9;14;6 370;Наглядные пособия;1
2017;9;14;6 358;Наглядные пособия;1
2017;9;14;6 347;Наклейки;1
2017;9;14;6 347;Наклейки confetti;1
2017;9;14;6 419;Наклейки confetti;1
2017;9;14;6 371;Наклейки confetti;1
2017;9;14;6 405;Наклейки confetti;1
2017;9;14;6 399;Наклейки confetti;1
2017;9;14;6 341;Ножницы, ножи канц.;1
2017;9;14;6 339;Ножницы, ножи канц.;1
2017;9;14;6 372;Ножницы, ножи канц.;1
2017;9;14;6 414;Обложки;1
2017;9;14;6 416;Обложки;1
2017;9;14;6 420;Обложки;1
2017;9;14;6 342;Обложки;1
2017;9;14;6 348;Обложки;1
2017;9;14;6 357;Обложки;1
2017;9;14;6 389;Обложки;1
2017;9;14;6 349;Обложки;1
2017;9;14;6 364;Обложки;1
2017;9;14;6 365;Обложки;1
2017;9;14;6 386;Обложки;1
2017;9;14;6 406;Обложки;1
2017;9;14;6 335;Обложки;1
2017;9;14;6 374;Обложки;1
2017;9;14;6 403;Обложки;1
2017;9;14;6 419;Обложки;1
2017;9;14;6 367;Обложки;1
2017;9;14;6 337;Обложки;1
2017;9;14;6 410;Обложки;1
2017;9;14;6 351;Обложки;1
2017;9;14;6 385;Обложки;1
2017;9;14;6 402;Обложки;1
2017;9;14;6 353;Обложки;1
2017;9;14;6 373;Обложки;1
2017;9;14;6 394;Обложки;1
2017;9;14;6 357;Пакеты;1
2017;9;14;6 355;Папки с зажимом, на кольцах;1
2017;9;14;6 380;Папки с зажимом, на кольцах;1
2017;9;14;6 350;Папки с файлами;1
2017;9;14;6 393;Папки с файлами;1
2017;9;14;6 341;Папки-конверты, папки с кнопками, уголки;1
2017;9;14;6 347;Папки-конверты, папки с кнопками, уголки;1
2017;9;14;6 401;Пластилин;1
2017;9;14;6 340;Пластилин;1
2017;9;14;6 377;Пластилин;1
2017;9;14;6 365;Пластилин;1
2017;9;14;6 372;Пластилин;1
2017;9;14;6 350;Пластилин;1
2017;9;14;6 355;Регистраторы, накопители, короба;1
2017;9;14;6 372;Регистраторы, накопители, короба;1
2017;9;14;6 374;Регистраторы, накопители, короба;1
2017;9;14;6 355;Резинки для денег, увлажнители;1
2017;9;14;6 346;Ручки, наборы ручек, стержни;1
2017;9;14;6 353;Ручки, наборы ручек, стержни;1
2017;9;14;6 333;Ручки, наборы ручек, стержни;1
2017;9;14;6 413;Ручки, наборы ручек, стержни;1
2017;9;14;6 355;Ручки, наборы ручек, стержни;1
2017;9;14;6 416;Ручки, наборы ручек, стержни;1
2017;9;14;6 419;Ручки, наборы ручек, стержни;1
2017;9;14;6 343;Ручки, наборы ручек, стержни;1
2017;9;14;6 380;Ручки, наборы ручек, стержни;1
2017;9;14;6 337;Ручки, наборы ручек, стержни;1
2017;9;14;6 356;Ручки, наборы ручек, стержни;1
2017;9;14;6 418;Ручки, наборы ручек, стержни;1
2017;9;14;6 416;Свечи;1
2017;9;14;6 401;Свечи;1
2017;9;14;6 346;Свечи;1
2017;9;14;6 408;Скоросшиватели;1
